sn,time,msg,server_model
65aaec8b0f6c,2020/4/15 13:13, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
65aaec8b0f6c,2020/8/14 14:10, Power Supply PS1_Status | Presence detected | Asserted,SM58
65aaec8b0f6c,2020/4/15 14:16, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
65aaec8b0f6c,2020/4/15 13:20, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
65aaec8b0f6c,2020/4/15 13:08, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
65aaec8b0f6c,2020/4/15 13:13, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
65aaec8b0f6c,2020/4/15 13:02, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
65aaec8b0f6c,2020/4/15 13:11, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
65aaec8b0f6c,2020/4/15 13:46, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
65c324e9642d,2020/11/12 1:01, Drive Slot / Bay DISK50_Stat | Drive Fault | Asserted,SM27
65c64ff9175c,2020/1/16 17:00, Memory CPU1F1_DIMM_Stat | Correctable ECC | Asserted,SM54
65c64ff9175c,2020/1/16 9:48, Memory CPU1F1_DIMM_Stat | Correctable ECC | Asserted,SM54
65f1b2baff0f,2020/11/24 1:54, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted,SM27
65f1b2baff0f,2020/11/24 0:05, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted,SM27
65f1b2baff0f,2020/11/24 1:15, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted,SM27
660228e73da3,2020/4/5 22:07, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted,SM35
660228e73da3,2020/4/5 8:46, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted,SM35
661bda2f8701,2020/10/5 9:42, Event Logging Disabled SEL_Status | Log almost full | Asserted,SM19
661bda2f8701,2020/10/5 9:42, Power Supply PS2_Status | Presence detected | Asserted,SM19
661bda2f8701,2020/10/5 9:42, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM19
661bda2f8701,2020/10/5 9:42, Power Supply PS1_Status | Presence detected | Asserted,SM19
661bda2f8701,2020/10/5 9:42, Microcontroller BMC_Boot_Up | Device Enabled | Asserted,SM19
66363d949731,2020/5/12 10:55, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM35
66363d949731,2020/5/12 10:06, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM35
66363d949731,2020/5/12 10:55, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM35
66363d949731,2020/5/12 11:09, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM35
66363d949731,2020/5/12 10:55, Processor CPU1_Status | IERR | Deasserted,SM35
66363d949731,2020/5/12 10:07, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM35
66363d949731,2020/5/12 11:04, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM35
66363d949731,2020/5/12 10:07, Processor CPU1_Status | IERR | Asserted,SM35
66363d949731,2020/5/12 10:09, Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading 0,SM35
66363d949731,2020/5/12 10:58, Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 54,SM35
66363d949731,2020/6/10 23:40, Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted,SM35
66589ef0d14d,2020/5/3 9:03, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted,SM23
66589ef0d14d,2020/5/3 9:06, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted,SM23
66589ef0d14d,2020/5/3 9:08, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted,SM23
66711f6be0b3,2020/9/24 18:17, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM49
66711f6be0b3,2020/9/24 17:11, Processor CPU_CATERR | State Asserted | Asserted,SM49
66711f6be0b3,2020/9/24 18:18, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM49
66711f6be0b3,2020/9/24 18:39, Event Logging Disabled SEL_Status | Log area reset/cleared | Asserted,SM49
66711f6be0b3,2020/9/24 18:18, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted,SM49
6687b5040c39,2020/10/17 11:21, Memory #0xf9 | Correctable ECC | Asserted,SM19
668f2914ee68,2020/1/21 18:09, System Boot Initiated #0xe0 | Initiated by power up | Asserted,SM68
668f2914ee68,2020/1/21 18:07, Memory #0xe2 | Uncorrectable ECC | Asserted,SM68
66a787d06371,2020/1/15 15:01, OS Boot #0xe0 | boot completed - device not specified | Asserted,SM50
66a787d06371,2020/1/15 17:49, OS Boot #0xe0 | boot completed - device not specified | Asserted,SM50
66a787d06371,2020/1/15 18:02, Event Logging Disabled SEL_Status | Log area reset/cleared | Asserted,SM50
66a787d06371,2020/1/15 14:59, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted,SM50
66a787d06371,2020/1/15 11:43, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted,SM50
66a787d06371,2020/1/15 17:47, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted,SM50
66a787d06371,2020/1/15 11:46, OS Boot #0xe0 | boot completed - device not specified | Asserted,SM50
66b10eae64a1,2020/4/14 15:06, Memory Memory_Status | Correctable ECC | Asserted,SM99
66b10eae64a1,2020/4/14 15:04, Memory Memory_Status | Correctable ECC | Asserted,SM99
66b10eae64a1,2020/4/14 15:03, Memory Memory_Status | Correctable ECC | Asserted,SM99
66b10eae64a1,2020/4/14 15:05, Memory Memory_Status | Correctable ECC | Asserted,SM99
66b10eae64a1,2020/4/14 15:06, Memory Memory_Status | Correctable ECC | Asserted,SM99
66b10eae64a1,2020/4/14 15:04, Memory Memory_Status | Correctable ECC | Asserted,SM99
66b10eae64a1,2020/4/14 15:03, Memory Memory_Status | Correctable ECC | Asserted,SM99
66b10eae64a1,2020/4/14 15:04, Memory Memory_Status | Correctable ECC | Asserted,SM99
66b10eae64a1,2020/4/14 15:05, Memory Memory_Status | Correctable ECC | Asserted,SM99
66b10eae64a1,2020/4/14 15:03, Memory Memory_Status | Correctable ECC | Asserted,SM99
66b10eae64a1,2020/4/14 15:06, Memory Memory_Status | Correctable ECC | Asserted,SM99
66b10eae64a1,2020/4/14 15:03, Memory Memory_Status | Correctable ECC | Asserted,SM99
66cd2798672d,2020/7/31 5:14, Processor CPU1_Status | IERR | Asserted,SM35
66cd2798672d,2020/7/31 5:22, Processor CPU1_Status | IERR | Deasserted,SM35
66cd2798672d,2020/7/31 5:36, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM35
66cd2798672d,2020/7/31 5:22, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM35
66cd2798672d,2020/7/31 5:22, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM35
66d4a2ecc586,2020/7/12 18:18, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM100
66d4a2ecc586,2020/7/12 18:21, OEM record c2 | 001c4c | 00000f000500,SM100
66d4a2ecc586,2020/7/12 18:21, System ACPI Power State #0x7d | S0/G0: working | Asserted,SM100
66d4a2ecc586,2020/7/12 18:21, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM100
66d4a2ecc586,2020/7/12 18:21, Processor CPU_Core_Error | Correctable machine check error | Asserted,SM100
66d4a2ecc586,2020/7/12 18:21, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM100
66d4a2ecc586,2020/7/12 18:21, System ACPI Power State #0x7d | S4/S5: soft-off | Asserted,SM100
66d4a2ecc586,2020/7/12 18:18, Unknown Chassis_control |  | Asserted,SM100
66de98955130,2019/12/31 16:01, Version Change #0x8b | Hardware change detected | Asserted,SM66
66de98955130,2019/12/31 16:24, Memory #0xe2 | Memory Device Disabled | Asserted,SM66
66de98955130,2019/12/31 16:01, Memory #0xe2 | Memory Device Disabled | Asserted,SM66
66de98955130,2019/12/31 16:23, System Boot Initiated BIOS_Boot_UP | Initiated by power up | Asserted,SM66
66e446ac057a,2020/10/31 6:24, Memory #0xf9 | Uncorrectable ECC | Asserted,SM16
66e446ac057a,2020/10/31 6:32, System Event #0x10 | Timestamp Clock Sync | Asserted,SM16
66e446ac057a,2020/10/31 14:35, OS Boot #0xe9 | boot completed - device not specified | Asserted,SM16
66e446ac057a,2020/10/31 14:33, System Event #0x10 | Timestamp Clock Sync | Asserted,SM16
66e446ac057a,2020/10/31 14:35, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM16
66ee3626772a,2020/3/22 12:26, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 5:54, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 5:42, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 4:51, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 5:02, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 5:52, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 6:05, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 2:53, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 5:44, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 11:33, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 12:53, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 0:22, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 6:02, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 6:03, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 5:11, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 2:55, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 5:58, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 9:58, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 5:48, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
66ee3626772a,2020/3/22 4:57, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
670ab3720d02,2020/7/11 10:22, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted,SM56
670ab3720d02,2020/7/11 9:37, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted,SM56
670acf844368,2020/5/25 8:51, Memory Memory_Status | Correctable ECC | Asserted,SM99
670acf844368,2020/5/25 8:29, Memory Memory_Status | Correctable ECC | Asserted,SM99
6.71982E+11,2020/9/4 14:21, Processor CPU1_Status | IERR | Asserted,SM35
672547a1204e,2020/8/30 15:23, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted,SM39
672547a1204e,2020/8/31 23:58, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM39
673042b146d4,2020/6/19 9:55, Memory #0xe2 | Correctable ECC | Asserted,SM51
6776c889016e,2020/10/7 9:35, Processor CPU_CATERR | State Asserted | Asserted,SM51
6776c889016e,2020/10/7 10:05, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM51
6776c889016e,2020/10/7 10:05, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM51
67934bb44aa9,2020/2/5 2:39, Memory Memory_Status | Correctable ECC | Asserted,SM99
67934bb44aa9,2020/2/5 2:34, Memory Memory_Status | Correctable ECC | Asserted,SM99
67934bb44aa9,2020/2/5 2:32, Memory Memory_Status | Correctable ECC | Asserted,SM99
67934bb44aa9,2020/2/5 2:35, Memory Memory_Status | Correctable ECC | Asserted,SM99
67934bb44aa9,2020/2/5 2:35, Memory Memory_Status | Correctable ECC | Asserted,SM99
67934bb44aa9,2020/2/5 2:40, Memory Memory_Status | Correctable ECC | Asserted,SM99
67934bb44aa9,2020/2/5 2:40, Memory Memory_Status | Correctable ECC | Asserted,SM99
67a70c2a79bb,2020/5/2 11:24, Memory #0xe2 | Correctable ECC | Asserted,SM49
67a70c2a79bb,2020/5/2 9:32, Memory #0xe2 | Correctable ECC | Asserted,SM49
67bedac89f83,2020/2/16 5:09, Memory #0xe2 | Correctable ECC | Asserted,SM49
67c0b0e45819,2020/7/12 6:02, Power Supply PS2_Status | Failure detected | Asserted,SM39
67c19a94df67,2020/5/18 0:45, Unknown #0x17 |  | Asserted,SM74
67c19a94df67,2020/5/18 0:45, Processor CPU0_Status | IERR | Asserted,SM74
67d22ea72c3d,2020/5/21 15:47, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted,SM30
67d22ea72c3d,2020/5/21 10:31, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted,SM30
67d549bf77b7,2020/11/5 19:18, Power Supply PS2_Status | Power Supply AC lost | Asserted,SM23
67d549bf77b7,2020/11/5 19:18, Power Supply PS2_Status | Power Supply AC lost | Deasserted,SM23
67d549bf77b7,2020/11/5 19:13, Power Supply PS2_Status | Power Supply AC lost | Asserted,SM23
67e224c1a7ae,2020/8/20 19:33, Processor CPU0_Status | IERR | Asserted,SM35
67ee8fd685fc,2020/3/20 17:46, Drive Slot / Bay HDD_R_3_Status | Drive Fault | Asserted,SM53
67ee8fd685fc,2020/3/20 17:46, Drive Slot / Bay HDD_R_3_Status | Drive Fault | Deasserted,SM53
681c0e4356db,2020/1/4 4:08, Memory #0xe2 | Correctable ECC | Asserted,SM49
681c0e4356db,2020/1/4 4:38, Memory #0xe2 | Correctable ECC | Asserted,SM49
681c0e4356db,2020/1/4 4:37, Memory #0xe2 | Correctable ECC | Asserted,SM49
681c0e4356db,2020/1/4 4:35, Memory #0xe2 | Correctable ECC | Asserted,SM49
681c0e4356db,2020/1/4 4:38, Memory #0xe2 | Correctable ECC | Asserted,SM49
681c0e4356db,2020/1/4 4:40, Memory #0xe2 | Correctable ECC | Asserted,SM49
68368a6f523e,2020/3/13 18:18, Unknown #0x17 |  | Asserted,SM23
68368a6f523e,2020/3/13 18:18, Processor CPU_CATERR | State Asserted | Asserted,SM23
68442877d853,2020/5/22 18:26, Processor CPU0_Status | Uncorrectable machine check exception | Deasserted,SM85
68442877d853,2020/5/22 18:26, Processor CPU0_Status |  | Asserted,SM85
68442877d853,2020/5/22 18:26, Processor CPU0_Status |  | Deasserted,SM85
68442877d853,2020/5/22 18:26, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM85
68442877d853,2020/5/22 18:26, Processor CPU0_Status | Uncorrectable machine check exception | Asserted,SM85
6.87E+153,2020/4/13 20:15, Memory #0x87 | Correctable ECC | Asserted,SM92
6.87E+153,2020/4/13 20:18, Memory #0x87 | Uncorrectable ECC | Asserted,SM92
6.87E+153,2020/4/13 20:19, System Boot Initiated #0xb8 | Initiated by warm reset | Asserted,SM92
6.87E+153,2020/4/13 20:18, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted,SM92
6.87E+153,2020/4/13 20:18, Processor CPU_CATERR |  | Asserted,SM92
6.87E+153,2020/4/13 20:16, Memory #0x87 | Correctable ECC | Asserted,SM92
6.87E+153,2020/4/13 20:18, Memory #0x87 | Correctable ECC | Asserted,SM92
6873a067a90a,2020/10/8 3:25, Drive Slot / Bay HDD_L_9_Status | Drive Fault | Deasserted,SM53
6873a067a90a,2020/7/20 15:55, Drive Slot / Bay HDD_L_18_Status | Drive Fault | Asserted,SM53
6873a067a90a,2020/7/20 15:57, Drive Slot / Bay HDD_L_18_Status | Drive Fault | Deasserted,SM53
6873a067a90a,2020/10/8 3:24, Drive Slot / Bay HDD_L_9_Status | Drive Fault | Asserted,SM53
68a5bdf5ad45,2020/4/21 11:50, Memory Memory_Status | Correctable ECC | Asserted,SM20
68a77927e1f3,2020/10/5 20:30, OEM record c1 | 000000 | 0600c0a80101,SM51
68af170826f9,2020/10/20 20:19, System Event #0x10 | Timestamp Clock Sync | Asserted,SM17
68af170826f9,2020/10/20 20:12, Processor #0xfa | Configuration Error | Asserted,SM17
68af170826f9,2020/10/20 20:16, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM17
68af170826f9,2020/10/20 20:16, Processor CPU_CATERR | State Deasserted | Asserted,SM17
68af170826f9,2020/10/20 20:20, OS Boot #0xe9 | boot completed - device not specified | Asserted,SM17
68af170826f9,2020/10/20 20:18, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM17
68af170826f9,2020/10/20 20:14, Processor CPU_CATERR | State Asserted | Asserted,SM17
68af170826f9,2020/10/20 20:14, Processor #0xfa | Configuration Error | Asserted,SM17
68af170826f9,2020/10/20 20:20, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM17
68af170826f9,2020/10/20 20:12, Processor #0xfa | Configuration Error | Asserted,SM17
68af170826f9,2020/10/20 20:19, System Event #0x10 | Timestamp Clock Sync | Asserted,SM17
68dd22c2bc69,2020/1/16 1:59, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:55, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 2:21, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 2:07, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:37, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:34, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:39, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:44, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:42, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 2:01, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 2:17, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:56, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:41, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:43, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:52, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:38, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:58, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 2:18, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 2:03, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:54, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:46, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 2:13, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:40, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 1:48, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68dd22c2bc69,2020/1/16 2:10, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM58
68e677d52855,2020/2/16 9:54, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM58
68e677d52855,2020/2/16 9:46, System Boot Initiated #0xe0 | Initiated by warm reset | Asserted,SM58
68e677d52855,2020/2/16 9:52, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM58
68e677d52855,2020/2/16 9:52, Unknown Chassis_control |  | Asserted,SM58
68e677d52855,2020/2/16 9:54, System Boot Initiated #0xe0 | Initiated by power up | Asserted,SM58
68e677d52855,2020/2/16 9:54, Unknown Chassis_control |  | Asserted,SM58
68f8f10d12d5,2019/12/28 11:25, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted,SM35
699ad621b4cb,2020/2/22 16:49, Memory #0xe2 | Correctable ECC | Asserted,SM68
699ad621b4cb,2020/2/22 21:51, Memory #0xe2 | Correctable ECC | Asserted,SM68
69b8ac5dcea5,2020/4/2 10:18, Memory #0xe2 | Correctable ECC | Asserted,SM49
69b8ac5dcea5,2020/4/2 22:14, Memory #0xe2 | Correctable ECC | Asserted,SM49
69c3124db7e3,2020/9/23 0:15, Memory #0x86 | Correctable ECC | Asserted,SM103
69c3124db7e3,2020/9/23 2:37, Memory #0x86 | Correctable ECC | Asserted,SM103
69c3124db7e3,2020/9/23 0:49, Memory #0x86 | Correctable ECC | Asserted,SM103
69c3124db7e3,2020/9/23 1:44, Memory #0x86 | Correctable ECC | Asserted,SM103
69c3124db7e3,2020/9/22 23:41, Memory #0x86 | Correctable ECC | Asserted,SM103
69c3124db7e3,2020/9/23 1:17, Memory #0x86 | Correctable ECC | Asserted,SM103
69c3124db7e3,2020/9/23 2:14, Memory #0x86 | Correctable ECC | Asserted,SM103
69c699401333,2020/5/15 2:08, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted,SM55
69dd64649de2,2020/6/16 19:53, Unknown BMC FW info |  | Asserted,SM92
69e3574e8bf2,2020/6/17 10:31, Processor CPU0_Status | Configuration Error | Asserted,SM35
69e3574e8bf2,2020/6/17 10:31, Memory CPU1D0_DIMM_Stat | Uncorrectable ECC | Asserted,SM35
69e92e393312,2020/5/13 18:53, Processor CPU1_Status | Configuration Error | Asserted,SM35
69e92e393312,2020/5/13 18:54, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM35
69e92e393312,2020/5/13 18:39, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM35
69e92e393312,2020/5/13 18:54, Processor CPU1_Status | Configuration Error | Deasserted,SM35
69e98df5b631,2020/3/28 14:28, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted,SM54
69eab2320d10,2020/5/17 2:19, Unknown CPU0 CATERR |  | Deasserted,SM83
69eab2320d10,2020/5/17 2:19, Unknown CPU0 MCERR |  | Deasserted,SM83
69eab2320d10,2020/5/17 2:19, System Event #0xff | Timestamp Clock Sync | Asserted,SM83
69eab2320d10,2020/5/17 2:19, System Boot Initiated | Initiated by warm reset | Asserted,SM83
69eab2320d10,2020/5/17 2:29, System Event #0xff | Timestamp Clock Sync | Asserted,SM83
69ecd356c145,2020/7/4 0:51, System Event #0xff | Timestamp Clock Sync | Asserted,SM83
69ecd356c145,2020/7/4 0:51, System Event #0xff | Timestamp Clock Sync | Asserted,SM83
69ecd356c145,2020/7/4 0:51, System Boot Initiated | Initiated by warm reset | Asserted,SM83
69f147ebb968,2020/5/15 0:36, Power Supply PSU1_Supply | Failure detected | Asserted,SM14
69f8f42c3814,2020/8/17 9:23, Unknown CPU0 MCERR |  | Asserted,SM63
69f8f42c3814,2020/8/17 9:23, Unknown CPU0 CATERR |  | Asserted,SM63
6a198901fb06,2020/6/17 0:38, Memory #0xf9 | Correctable ECC | Asserted,SM17
6a198901fb06,2020/6/17 0:53, Memory #0xf9 | Correctable ECC | Asserted,SM17
6a29942b7dd4,2020/9/12 15:20, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM23
6a29942b7dd4,2020/9/12 15:20, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM23
6a29942b7dd4,2020/9/12 15:20, Processor CPU0_Status | Presence detected | Asserted,SM23
6a29942b7dd4,2020/9/12 15:20, Microcontroller #0x16 | Transition to Running | Asserted,SM23
6a29942b7dd4,2020/9/12 15:20, Processor CPU_CATERR | State Deasserted | Asserted,SM23
6a29942b7dd4,2020/9/12 15:20, Processor CPU1_Status | Configuration Error | Deasserted,SM23
6a29942b7dd4,2020/9/12 15:22, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM23
6a29942b7dd4,2020/9/12 15:20, Processor CPU1_Status | Presence detected | Asserted,SM23
6a5d8234b60a,2020/5/19 16:49, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted,SM51
6a6a724a3ab6,2020/5/17 2:36, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted,SM35
6a6a724a3ab6,2020/5/17 2:31, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted,SM35
6a8f06a4b1fc,2020/6/10 18:41, Memory #0xe2 | Correctable ECC | Asserted,SM49
6a8f06a4b1fc,2020/6/10 18:39, Memory #0xe2 | Correctable ECC | Asserted,SM49
6a947b3da260,2020/10/2 8:22, Critical Interrupt PCIE | Bus Fatal Error | Asserted,SM13
6a947b3da260,2020/10/2 8:23, System Boot Initiated System Restart | System Restart | Asserted,SM13
6a947b3da260,2020/10/2 8:24, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted,SM13
6a9e574bef2e,2020/9/18 20:43, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted,SM56
6a9e574bef2e,2020/9/18 8:26, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted,SM56
6b1bfe5fcf4b,2020/2/29 4:36, OS Boot #0xe9 | boot completed - device not specified | Asserted,SM19
6b1bfe5fcf4b,2020/2/29 4:36, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM19
6b1bfe5fcf4b,2020/2/29 4:34, Memory #0xf9 | Uncorrectable ECC | Asserted,SM19
6b2e271f5c5a,2020/1/9 16:56, Memory #0xf9 | Correctable ECC | Asserted,SM17
6b2e271f5c5a,2020/1/9 16:49, Memory #0xf9 | Correctable ECC | Asserted,SM17
6b400de660e5,2020/1/8 10:27, Memory #0xe2 | Correctable ECC | Asserted,SM49
6b400de660e5,2020/1/8 9:23, Memory #0xe2 | Correctable ECC | Asserted,SM49
6b71e87d5eaa,2020/7/17 4:06, OEM record c2 | 001c4c | 000010007911,SM100
6b71e87d5eaa,2020/7/17 4:06, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM100
6b71e87d5eaa,2020/7/17 4:06, System ACPI Power State #0x7d | S0/G0: working | Asserted,SM100
6b71e87d5eaa,2020/7/17 4:06, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM100
6b71e87d5eaa,2020/7/17 4:09, Unknown Chassis_control |  | Asserted,SM100
6b71e87d5eaa,2020/7/17 4:06, System ACPI Power State #0x7d | S4/S5: soft-off | Asserted,SM100
6b71e87d5eaa,2020/7/17 4:09, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM100
6b71e87d5eaa,2020/7/17 4:06, Processor CPU_Core_Error | Correctable machine check error | Asserted,SM100
6b73b9478ec6,2020/6/8 12:44, Power Supply PS1 Status | Failure detected | Asserted,SM18
6b813266d059,2020/10/26 16:38, Processor CPU_CATERR | State Asserted | Asserted,SM23
